,2Means_pept,3Means_pept,100Means_pept,1000Means_pept,500Means_pept
113255,1,2,5,589,430
113256,1,2,72,522,434
113257,1,2,31,551,46
113258,1,2,17,267,22
113259,0,2,96,222,285
113260,1,2,10,918,248
113261,0,2,20,32,132
113262,1,2,40,261,295
113263,1,1,4,2,224
113264,0,1,4,2,224
113265,0,1,4,2,224
113266,1,1,27,615,96
113267,1,2,47,638,312
113268,1,2,80,794,196
113269,1,1,62,136,25
113270,1,2,90,18,341
113271,0,1,58,696,321
113272,0,2,4,32,45
113273,1,1,46,959,44
113274,0,0,92,425,353
113275,1,0,10,44,291
113276,0,0,23,514,353
113277,1,0,35,351,290
113278,1,0,35,351,290
113279,0,0,61,618,254
113280,1,0,35,875,55
113281,0,0,11,15,90
113282,0,0,20,399,284
113283,0,0,11,355,369
113284,1,0,11,568,244
113285,1,0,35,232,22
113286,1,0,35,875,5
113287,1,0,80,232,182
113288,1,0,29,946,203
113289,1,0,24,561,106
113290,1,2,8,0,158
113291,1,2,68,11,242
113292,0,1,63,795,287
113293,1,2,8,751,158
113294,1,2,17,469,1
113295,1,2,71,782,386
113296,1,2,51,198,80
113297,1,2,90,198,80
113298,0,2,75,198,80
113299,0,1,93,676,362
113300,1,2,99,836,189
113301,1,1,33,26,183
113302,0,1,33,628,59
113303,1,1,43,141,4
113304,1,2,0,163,372
113305,1,2,93,53,159
113306,0,2,93,495,159
113307,0,1,79,415,210
113308,1,1,43,605,56
113309,1,2,93,713,93
113310,1,2,65,415,210
113311,0,1,3,19,333
113312,0,2,90,176,6
113313,1,2,55,743,14
113314,1,1,27,645,339
113315,1,2,30,369,33
113316,0,0,35,416,484
113317,0,0,16,25,391
113318,0,0,46,96,413
113319,0,0,11,917,90
113320,0,0,93,62,323
113321,0,0,63,56,54
113322,0,0,20,946,495
113323,1,0,35,15,462
113324,1,0,11,957,462
113325,1,0,11,280,217
113326,1,0,11,280,217
113327,0,0,11,280,217
113328,1,0,11,280,217
113329,0,0,23,280,353
113330,0,0,31,448,123
113331,1,0,35,875,5
113332,0,0,98,203,315
113333,0,0,35,774,182
113334,0,0,11,355,369
113335,0,0,98,388,369
113336,1,0,35,891,345
113337,1,0,11,891,217
113338,1,0,35,875,55
113339,1,0,20,444,284
113340,0,0,11,644,291
113341,1,0,11,802,323
113342,1,0,3,902,250
113343,1,0,11,81,323
113344,0,0,11,494,291
113345,0,0,35,38,483
113346,1,0,76,256,353
113347,1,0,71,158,298
113348,1,0,11,891,217
113349,1,0,63,298,186
113350,0,0,72,181,434
113351,0,0,77,150,322
113352,0,0,91,637,369
113353,0,0,77,532,272
113354,0,0,77,631,369
113355,0,0,90,763,422
113356,0,0,98,203,315
113357,0,0,13,880,21
113358,1,0,18,310,5
113359,1,0,11,310,323
113360,1,0,18,169,5
113361,0,0,35,237,199
113362,0,0,27,237,148
113363,0,0,46,766,44
113364,0,0,98,494,273
113365,1,0,35,849,203
113366,1,0,11,201,217
113367,1,0,25,356,41
113368,1,0,25,237,41
113369,1,0,25,356,41
113370,0,0,84,871,17
113371,0,0,77,251,360
113372,0,0,97,355,369
113373,0,0,91,192,369
113374,0,0,23,256,353
113375,1,0,35,875,55
113376,0,0,46,798,141
113377,0,0,46,798,141
113378,1,0,11,201,217
113379,0,2,61,335,317
113380,0,2,52,930,116
113381,1,1,17,760,362
113382,0,2,80,669,182
113383,1,2,54,643,150
113384,1,1,68,161,269
113385,0,2,34,994,213
113386,1,2,84,526,221
113387,0,1,43,915,410
113388,1,2,47,293,110
113389,1,2,55,231,55
113390,1,2,54,860,3
113391,1,2,43,340,110
113392,1,2,43,340,384
113393,0,0,92,724,373
113394,0,0,92,281,495
113395,0,0,97,247,297
113396,1,0,11,15,199
113397,1,0,76,509,244
113398,0,0,35,957,462
113399,1,0,35,957,462
113400,0,0,93,952,199
113401,0,0,35,875,199
113402,0,0,35,875,199
113403,0,0,11,802,323
113404,0,0,93,952,199
113405,1,0,11,15,199
113406,0,0,72,522,283
113407,0,0,97,59,297
113408,0,0,40,786,179
113409,0,0,7,880,68
113410,0,0,26,579,68
113411,0,0,93,952,199
113412,0,0,11,494,291
113413,0,0,11,999,291
113414,0,0,11,999,322
113415,0,0,97,569,273
113416,0,0,35,478,199
113417,1,0,35,29,304
113418,0,0,97,247,297
113419,1,0,20,399,284
113420,1,0,35,310,199
113421,1,2,93,258,110
113422,1,2,61,448,123
113423,0,1,16,410,447
113424,1,2,85,726,395
113425,0,1,26,122,314
113426,1,2,54,729,235
113427,0,0,92,425,63
113428,1,0,64,109,126
113429,1,0,35,350,278
113430,1,0,64,109,126
113431,1,0,11,802,217
113432,1,0,35,875,397
113433,1,0,44,304,497
113434,1,0,11,201,217
113435,1,0,93,3,112
113436,1,0,35,875,291
113437,0,0,11,355,369
113438,1,0,35,15,5
113439,0,0,44,637,497
113440,1,0,35,620,118
113441,1,0,35,875,55
113442,1,0,35,446,61
113443,1,0,11,201,217
113444,0,0,44,304,497
113445,1,2,46,368,307
113446,1,2,39,729,235
113447,0,1,63,179,54
113448,0,0,98,791,315
113449,0,0,44,304,497
113450,1,0,35,333,244
113451,0,0,25,356,41
113452,0,1,22,644,468
113453,0,1,38,600,455
113454,1,2,38,554,108
113455,0,2,96,234,243
113456,0,1,38,498,15
113457,1,2,38,640,108
113458,1,1,38,655,137
113459,1,1,38,206,232
113460,1,1,38,206,232
113461,1,1,38,206,232
113462,0,2,38,558,492
113463,0,0,28,93,141
113464,0,0,38,48,325
113465,0,0,38,554,108
113466,0,0,28,480,141
113467,0,0,28,480,141
113468,0,0,28,480,141
113469,0,0,38,286,137
113470,0,0,38,866,396
113471,0,0,38,558,492
113472,0,0,60,515,137
113473,0,0,98,217,77
113474,0,0,58,503,326
113475,0,0,38,554,291
113476,0,0,38,558,492
113477,0,0,38,798,141
113478,0,0,28,93,141
113479,1,1,76,538,236
113480,0,1,28,539,249
113481,0,0,37,767,489
113482,0,0,19,814,175
113483,1,2,36,997,400
113484,0,1,36,708,245
113485,1,2,53,250,432
113486,1,2,68,266,432
113487,1,2,73,424,429
113488,1,2,73,389,11
113489,0,2,19,883,188
113490,0,1,57,487,245
113491,1,2,73,464,11
113492,0,1,13,595,103
113493,0,0,92,425,405
113494,0,0,74,168,405
113495,0,0,74,889,98
113496,0,0,74,538,98
113497,0,0,74,280,443
113498,0,0,74,409,405
113499,0,0,74,416,54
113500,1,0,74,351,290
113501,0,0,44,308,141
113502,0,0,74,424,429
113503,0,0,36,621,326
113504,0,0,74,416,457
113505,0,0,74,317,72
113506,0,0,41,127,178
113507,0,0,41,127,178
113508,0,0,41,127,178
113509,0,0,97,744,299
113510,0,0,97,744,299
113511,0,0,97,744,175
113512,0,0,98,866,446
113513,0,0,97,559,446
113514,0,0,72,308,446
113515,0,0,60,610,85
113516,0,0,57,686,280
113517,0,0,57,203,77
113518,0,0,74,16,446
113519,0,0,74,559,446
113520,0,0,95,591,262
113521,0,0,56,263,365
113522,0,0,92,823,442
113523,0,0,74,545,45
113524,1,0,74,424,429
113525,1,0,74,424,429
113526,0,0,19,518,192
113527,0,1,87,165,172
113528,0,1,87,165,172
113529,1,1,87,165,172
113530,1,2,87,165,172
113531,1,2,84,154,17
113532,0,2,57,731,129
113533,1,1,3,853,402
113534,0,2,28,539,249
113535,0,2,71,877,143
113536,0,1,69,791,132
113537,1,2,30,58,19
113538,0,2,52,244,237
113539,0,2,46,717,44
113540,1,2,8,67,58
113541,1,2,51,68,97
113542,1,1,51,550,202
113543,1,2,72,353,434
113544,1,2,90,157,389
113545,0,1,75,537,166
113546,1,2,20,243,284
113547,1,2,54,104,65
113548,1,2,5,104,277
113549,1,2,10,350,278
113550,1,2,17,520,438
113551,0,0,72,383,133
113552,0,0,72,383,133
113553,0,0,72,383,133
113554,1,0,35,3,3
113555,0,0,92,425,311
113556,0,0,35,232,462
113557,0,0,42,329,226
113558,1,0,35,169,372
113559,0,0,35,29,136
113560,1,0,11,44,291
113561,1,0,27,15,323
113562,0,0,11,311,369
113563,0,0,97,232,349
113564,0,0,20,216,495
113565,0,0,0,637,90
113566,0,0,75,880,21
113567,0,0,46,232,486
113568,0,0,75,386,463
113569,0,0,75,95,43
113570,0,0,20,478,495
113571,1,0,20,802,284
113572,0,0,23,256,353
113573,0,0,42,786,226
113574,1,0,35,478,308
113575,1,0,72,522,295
113576,1,2,18,800,15
113577,1,2,39,542,235
113578,1,2,62,542,235
113579,1,2,39,542,235
113580,1,1,64,928,32
113581,1,1,42,738,186
113582,0,1,58,537,166
113583,1,2,99,97,304
113584,0,1,34,599,408
113585,1,2,78,511,483
113586,0,2,51,438,368
113587,1,1,17,664,7
113588,1,2,12,61,116
113589,1,2,71,459,13
113590,1,2,10,173,124
113591,1,2,46,454,29
113592,1,2,46,454,29
113593,0,0,35,425,308
113594,0,0,92,425,61
113595,1,0,35,310,470
113596,1,0,35,729,244
113597,1,0,35,15,25
113598,1,0,35,310,470
113599,0,0,44,15,462
113600,0,0,97,59,297
113601,1,0,47,380,117
113602,0,0,97,662,219
113603,1,0,20,399,284
113604,1,0,35,875,412
113605,1,0,35,310,470
113606,0,0,16,219,39
113607,1,0,11,29,323
113608,0,0,90,742,244
113609,0,0,98,758,49
113610,0,0,77,470,257
113611,1,0,35,232,5
113612,0,0,16,25,39
113613,0,0,16,25,39
113614,1,0,11,494,217
113615,0,0,18,494,308
113616,1,0,35,29,5
113617,1,0,84,797,244
113618,1,0,2,188,195
113619,0,0,66,49,231
113620,0,1,47,311,15
113621,1,2,47,985,477
113622,1,2,80,367,136
113623,1,2,0,502,128
113624,1,1,71,418,464
113625,0,1,86,103,324
113626,1,2,16,865,121
113627,1,1,93,87,112
113628,0,1,90,532,272
113629,1,2,17,840,40
113630,1,2,55,402,14
113631,0,0,92,92,208
113632,0,0,44,766,229
113633,1,0,11,355,369
113634,0,0,84,766,102
113635,0,0,11,686,369
113636,0,0,11,802,323
113637,0,0,35,796,136
113638,0,0,98,931,269
113639,0,0,46,284,120
113640,0,0,11,891,217
113641,0,0,67,150,369
113642,1,0,11,15,323
113643,1,0,35,310,5
113644,0,0,11,605,4
113645,0,0,72,625,60
113646,0,0,84,797,17
113647,0,0,28,93,141
113648,0,0,11,355,369
113649,0,0,90,742,422
113650,0,0,7,880,21
113651,1,0,35,87,112
113652,1,0,35,875,5
113653,0,0,63,179,54
113654,1,0,11,891,217
113655,1,0,25,875,343
113656,1,0,35,875,5
113657,0,0,97,875,297
113658,0,0,35,355,369
113659,1,2,25,536,14
113660,1,2,55,210,334
113661,0,2,31,720,123
113662,0,0,44,515,25
113663,1,0,44,15,363
113664,0,0,15,567,359
113665,1,2,84,417,363
113666,0,1,16,255,391
113667,1,1,63,253,406
113668,1,1,72,239,226
113669,1,2,61,21,212
113670,0,2,20,485,288
113671,1,2,0,366,479
113672,0,1,42,477,226
113673,0,2,26,496,499
113674,0,0,64,811,364
113675,0,0,92,425,222
113676,1,0,35,802,323
113677,0,0,71,811,364
113678,1,0,35,169,5
113679,1,0,35,236,323
113680,0,0,44,242,257
113681,0,0,72,547,104
113682,0,0,44,242,257
113683,0,0,44,242,257
113684,1,0,11,15,217
113685,1,0,35,310,323
113686,0,0,45,60,361
113687,0,0,9,608,472
113688,0,0,66,715,335
113689,0,2,45,827,327
113690,1,2,5,43,309
113691,0,1,20,216,495
113692,0,1,22,504,266
113693,1,2,31,551,46
113694,1,2,80,396,296
113695,1,2,80,396,375
113696,1,2,20,160,169
113697,1,2,5,466,384
113698,0,1,90,943,272
113699,0,1,26,815,301
113700,0,1,48,819,84
113701,1,2,6,698,228
113702,0,1,32,605,56
113703,1,2,89,172,194
113704,1,2,34,119,322
113705,1,2,89,172,194
113706,0,1,89,960,73
113707,0,2,7,524,17
113708,1,2,89,172,194
113709,1,2,89,172,194
113710,1,2,89,172,194
113711,0,2,89,735,393
113712,1,1,83,221,240
113713,1,2,47,826,318
113714,0,2,6,252,393
113715,1,2,84,417,17
113716,1,2,83,252,174
113717,0,2,68,978,174
113718,1,2,89,106,294
113719,1,2,22,826,318
113720,0,1,61,221,240
113721,1,1,89,221,240
113722,1,2,83,106,174
113723,1,1,83,793,488
113724,0,1,7,472,490
113725,1,2,89,69,274
113726,1,2,83,252,174
113727,0,1,89,709,6
113728,1,2,6,124,395
113729,0,2,98,159,113
113730,0,2,98,159,113
113731,0,2,98,159,113
113732,0,2,98,159,113
113733,0,1,98,159,113
113734,0,2,98,159,113
113735,0,2,98,159,113
113736,0,2,84,953,367
113737,1,2,32,641,433
113738,0,2,7,159,113
113739,0,2,7,159,113
113740,1,2,48,88,84
113741,0,0,7,428,45
113742,1,2,85,130,67
113743,1,2,89,9,451
113744,1,2,16,108,220
113745,0,2,6,252,228
113746,1,2,89,653,373
113747,0,2,71,144,454
113748,0,1,89,87,56
113749,0,1,89,352,42
113750,1,2,6,639,228
113751,1,2,85,130,377
113752,1,2,43,9,451
113753,1,2,6,124,395
113754,0,1,76,635,428
113755,1,2,84,417,17
113756,0,2,6,126,218
113757,0,1,58,327,91
113758,1,2,85,126,377
113759,1,2,85,130,67
113760,1,2,47,130,205
113761,1,2,48,435,67
113762,1,2,6,698,228
113763,1,2,89,101,194
113764,0,1,89,915,410
113765,1,1,34,9,410
113766,1,2,20,243,18
113767,1,2,0,452,78
113768,1,1,40,629,283
113769,0,2,71,289,337
113770,0,0,77,460,119
113771,0,0,92,460,119
113772,1,0,6,957,462
113773,1,0,11,724,373
113774,0,0,33,549,199
113775,0,0,7,428,199
113776,0,0,11,724,373
113777,0,0,97,569,350
113778,0,0,97,569,350
113779,0,0,77,613,369
113780,0,0,77,474,380
113781,0,0,7,89,107
113782,0,0,77,225,380
113783,0,0,7,749,356
113784,0,0,7,89,356
113785,1,0,76,256,199
113786,0,0,97,569,350
113787,0,0,77,999,322
113788,1,0,88,634,184
113789,0,0,2,110,195
113790,0,0,81,212,99
113791,1,0,2,746,195
113792,0,0,7,564,107
113793,1,0,24,944,28
113794,0,0,66,624,426
113795,0,0,15,352,189
113796,0,0,9,77,118
113797,0,0,32,641,433
113798,0,0,60,938,6
113799,0,0,60,77,6
113800,0,0,32,126,6
113801,1,0,66,624,426
113802,1,1,48,88,84
113803,1,2,48,300,89
113804,0,2,71,190,337
113805,0,1,40,629,283
113806,1,2,10,6,26
113807,1,1,47,408,205
113808,1,2,88,117,184
113809,0,2,91,76,228
113810,0,1,3,318,6
113811,0,1,22,641,433
113812,0,2,40,35,283
113813,0,1,33,778,45
113814,1,1,89,960,73
113815,1,1,3,408,205
113816,1,2,47,408,205
113817,1,2,61,837,18
113818,0,2,6,300,89
113819,0,2,6,300,89
113820,0,2,6,300,89
113821,0,2,6,300,89
113822,0,2,6,300,89
113823,1,1,3,408,205
113824,1,2,6,339,228
113825,1,2,40,629,283
113826,1,2,89,300,3
113827,0,2,89,300,3
113828,1,1,89,101,450
113829,0,2,65,10,238
113830,0,2,7,639,161
113831,0,2,7,300,177
113832,1,1,6,101,450
113833,0,1,22,556,319
113834,1,2,6,639,395
113835,1,2,6,124,395
113836,1,2,48,124,395
113837,1,2,6,124,395
113838,0,2,28,480,249
113839,1,2,89,6,322
113840,1,2,48,88,84
113841,1,2,6,465,18
113842,0,1,48,88,375
113843,0,2,84,953,367
113844,1,2,71,167,386
113845,1,2,71,761,386
113846,0,2,6,976,18
113847,0,2,6,126,218
113848,1,2,6,465,18
113849,1,2,49,76,450
113850,1,2,89,724,373
113851,1,2,6,363,73
113852,1,1,48,88,56
113853,0,2,26,461,161
113854,0,1,77,474,319
113855,0,2,7,450,161
113856,0,2,7,89,161
113857,0,1,77,474,319
113858,0,2,26,579,380
113859,0,2,26,566,427
113860,0,2,71,687,337
113861,0,1,3,990,252
113862,1,2,48,435,67
113863,1,2,48,88,84
113864,1,1,84,792,102
113865,1,1,89,900,450
113866,0,2,98,159,113
113867,1,2,88,259,184
113868,1,2,88,259,184
113869,1,1,64,39,155
113870,0,2,90,838,346
113871,1,1,83,601,73
113872,0,1,58,852,91
113873,1,2,99,193,238
113874,0,2,52,735,393
113875,1,2,31,63,254
113876,0,1,75,674,15
113877,1,2,78,777,79
113878,0,2,20,281,390
113879,1,2,10,90,278
113880,0,2,12,695,136
113881,1,2,30,369,33
113882,0,2,10,107,408
113883,1,1,17,945,165
113884,0,0,75,36,21
113885,1,0,11,935,323
113886,0,0,92,830,144
113887,0,0,1,935,83
113888,0,1,40,991,352
113889,1,1,27,945,3
113890,1,2,46,112,87
113891,1,2,39,945,35
113892,0,1,71,358,155
113893,1,2,47,311,251
113894,1,2,78,587,185
113895,1,2,78,587,185
113896,1,2,47,57,163
113897,1,2,47,4,415
113898,1,2,52,137,409
113899,1,2,93,729,112
113900,1,2,18,848,74
113901,1,1,29,958,203
113902,0,2,10,857,2
113903,1,2,47,674,415
113904,0,1,23,152,385
113905,1,2,78,324,87
113906,1,2,90,238,437
113907,1,2,4,895,50
113908,1,2,5,677,74
113909,1,2,43,405,259
113910,1,2,68,868,127
113911,1,1,4,588,64
113912,1,1,29,385,8
113913,1,2,25,195,3
113914,1,1,52,78,409
113915,0,0,47,841,239
113916,1,2,80,490,209
113917,1,2,54,446,397
113918,0,1,90,870,160
113919,0,2,52,770,468
113920,1,2,47,4,415
113921,1,2,93,137,112
113922,0,2,26,886,152
113923,1,1,4,588,64
113924,1,1,8,895,425
113925,1,2,61,519,212
113926,0,2,16,661,398
113927,1,2,47,656,415
113928,1,2,39,607,336
113929,0,2,31,785,254
113930,0,1,58,852,460
113931,1,2,17,577,93
113932,0,0,25,896,313
113933,0,0,72,273,352
113934,0,0,42,499,149
113935,0,0,20,537,495
113936,1,0,66,146,281
113937,1,0,66,146,281
113938,1,0,1,690,83
113939,1,1,93,973,112
113940,0,1,63,776,54
113941,1,2,32,229,197
113942,1,1,23,790,230
113943,1,2,8,380,425
113944,1,2,51,519,425
113945,0,2,75,229,415
113946,1,2,54,384,334
113947,1,2,54,446,61
113948,1,2,10,90,485
113949,1,1,64,928,155
113950,1,1,43,434,498
113951,1,2,80,22,239
113952,1,1,76,432,164
113953,1,1,76,432,164
113954,1,0,2,841,329
113955,1,2,39,452,78
113956,1,2,8,757,288
113957,1,2,46,100,102
113958,0,1,64,813,155
113959,1,1,99,141,362
113960,1,2,68,676,127
113961,0,2,68,676,127
113962,1,2,68,530,127
113963,1,2,68,172,194
113964,0,2,13,448,378
113965,1,1,79,402,189
113966,1,2,85,586,430
113967,1,1,3,62,274
113968,1,1,59,187,277
113969,0,1,33,681,154
113970,1,2,93,196,131
113971,1,2,59,69,274
113972,0,1,59,115,324
113973,1,2,16,780,35
113974,1,1,33,727,303
113975,1,1,76,433,303
113976,1,2,20,444,284
113977,1,1,29,882,8
113978,0,2,52,603,116
113979,0,1,59,663,324
113980,0,1,69,203,273
113981,0,1,40,426,434
113982,1,1,16,357,447
113983,0,2,26,845,398
113984,1,2,30,513,140
113985,1,2,18,187,180
113986,1,2,30,726,55
113987,1,2,69,260,415
113988,1,1,76,134,164
113989,1,2,8,115,496
113990,1,2,0,54,197
113991,0,2,16,461,447
113992,0,1,58,486,437
113993,1,2,61,727,254
113994,0,1,22,254,388
113995,1,2,30,722,263
113996,1,2,12,384,140
113997,1,2,47,656,415
113998,1,2,0,163,74
113999,0,2,86,992,349
114000,1,2,47,882,415
114001,1,1,59,348,313
114002,1,1,59,630,111
114003,1,2,14,213,163
114004,0,1,33,783,338
114005,0,1,63,375,378
114006,1,2,59,187,324
114007,1,1,43,405,451
114008,1,2,90,238,163
114009,0,1,26,489,490
114010,1,2,75,268,177
114011,0,1,58,327,91
114012,0,2,68,868,254
114013,1,2,85,213,163
114014,1,2,80,907,209
114015,1,2,52,451,116
114016,1,2,51,565,163
114017,1,1,3,412,460
114018,1,2,34,857,439
114019,1,1,29,268,177
114020,1,1,29,412,203
114021,0,0,92,724,423
114022,0,0,50,237,352
114023,0,0,97,846,353
114024,0,0,44,391,182
114025,0,0,24,909,75
114026,0,1,63,598,100
114027,1,0,66,177,472
114028,1,0,9,896,313
114029,0,0,15,445,258
114030,1,1,9,211,100
114031,1,1,9,211,100
114032,0,0,71,535,207
114033,0,0,66,204,100
114034,0,1,22,175,388
114035,0,2,10,657,89
114036,1,2,8,213,470
114037,1,2,69,882,357
114038,1,1,32,311,388
114039,1,2,8,213,163
114040,0,2,71,289,337
114041,0,2,22,276,388
114042,1,2,52,38,234
114043,0,1,48,733,390
114044,0,1,40,483,476
114045,0,1,43,274,4
114046,1,2,14,451,320
114047,1,1,29,513,358
114048,1,2,39,148,150
114049,1,2,8,213,163
114050,1,2,68,530,127
114051,1,2,47,882,111
114052,0,2,69,667,273
114053,1,2,59,882,111
114054,1,1,59,213,485
114055,1,2,8,896,313
114056,0,2,65,226,45
114057,0,1,59,818,202
114058,0,1,90,947,111
114059,1,2,75,268,177
114060,1,1,59,659,485
114061,0,1,46,489,367
114062,1,2,18,589,430
114063,1,1,43,274,4
114064,0,1,23,381,423
114065,1,2,59,257,466
114066,1,2,52,381,423
114067,0,1,23,381,423
114068,0,1,69,224,338
114069,1,2,68,530,127
114070,1,2,51,726,334
114071,1,1,63,703,69
114072,1,2,69,755,357
114073,0,2,69,755,357
114074,0,1,61,990,254
114075,1,1,59,630,111
114076,1,2,93,340,112
114077,0,1,63,555,69
114078,0,2,59,970,68
114079,0,1,59,910,177
114080,0,1,59,474,177
114081,1,2,59,187,140
114082,1,2,20,465,18
114083,1,2,85,586,294
114084,0,2,69,764,237
114085,1,2,59,187,485
114086,1,2,59,187,140
114087,0,2,71,289,337
114088,1,1,76,134,164
114089,0,1,86,992,349
114090,0,2,34,756,473
114091,0,2,34,756,473
114092,1,2,99,958,256
114093,0,1,71,877,53
114094,1,1,49,858,145
114095,1,1,39,321,165
114096,1,1,27,941,437
114097,1,2,86,7,88
114098,1,2,47,438,368
114099,1,2,17,321,165
114100,1,2,30,86,58
114101,1,2,80,623,97
114102,0,0,52,137,208
114103,0,0,52,309,95
114104,0,0,26,25,95
114105,0,1,45,337,222
114106,0,2,13,443,95
114107,1,2,39,321,165
114108,0,1,61,510,254
114109,0,2,98,388,15
114110,1,2,5,43,309
114111,1,1,29,987,31
114112,0,2,31,330,94
114113,1,2,72,979,60
114114,1,1,76,507,32
114115,0,2,31,218,254
114116,1,2,84,414,221
114117,0,2,75,390,392
114118,0,2,13,443,413
114119,1,1,91,192,461
114120,1,2,55,207,146
114121,1,2,17,51,251
114122,1,1,39,321,165
114123,1,1,23,951,183
114124,1,2,75,390,246
114125,0,1,75,344,331
114126,1,2,47,12,498
114127,1,1,64,799,216
114128,1,2,85,123,3
114129,1,2,25,356,31
114130,0,2,52,495,159
114131,1,2,52,987,31
114132,1,2,80,79,97
114133,1,1,23,432,12
114134,1,2,25,987,31
114135,0,1,72,979,60
114136,1,1,76,581,183
114137,0,2,71,227,386
114138,1,2,90,728,272
114139,0,1,26,691,499
114140,0,2,86,370,407
114141,0,1,58,493,138
114142,0,1,58,493,138
114143,0,2,72,479,448
114144,0,1,58,707,91
114145,1,1,29,921,48
114146,0,2,91,718,173
114147,1,1,23,432,12
114148,1,2,80,466,97
114149,1,1,4,394,375
114150,1,2,47,397,268
114151,1,1,76,102,59
114152,1,2,47,581,34
114153,1,2,31,442,123
114154,1,2,72,373,60
114155,1,2,43,405,259
114156,0,0,92,309,468
114157,0,0,51,957,462
114158,0,0,67,689,147
114159,1,0,11,802,323
114160,0,0,11,118,323
114161,0,0,42,329,226
114162,1,0,35,232,45
114163,0,0,20,160,169
114164,1,0,42,329,54
114165,0,0,58,805,417
114166,0,0,75,36,21
114167,0,0,75,95,43
114168,0,0,75,95,43
114169,1,0,11,29,384
114170,0,0,16,25,39
114171,0,0,50,189,38
114172,0,0,50,189,38
114173,0,0,50,189,38
114174,0,0,35,494,308
114175,1,0,18,169,5
114176,0,0,95,60,361
114177,0,0,81,908,411
114178,0,0,81,887,411
114179,1,0,81,80,99
114180,0,0,81,73,99
114181,0,0,81,80,292
114182,0,0,81,41,134
114183,0,0,24,437,260
114184,0,0,1,734,181
114185,0,0,46,292,233
114186,0,0,66,624,426
114187,0,1,1,292,233
114188,1,0,9,508,286
114189,0,0,72,470,448
114190,0,0,15,330,258
114191,0,0,75,147,48
114192,1,0,25,715,401
114193,1,0,15,723,0
114194,1,0,9,342,30
114195,1,2,39,773,150
114196,1,2,65,323,437
114197,1,2,91,718,461
114198,1,2,54,347,345
114199,1,2,55,47,122
114200,0,1,42,298,186
114201,1,2,0,163,479
114202,1,2,52,930,116
114203,1,2,54,13,263
114204,1,1,65,632,305
114205,1,2,10,107,278
114206,1,1,76,902,32
114207,1,2,20,485,288
114208,0,1,33,453,338
114209,1,2,12,22,97
114210,1,2,68,479,36
114211,1,2,39,700,425
114212,0,1,58,852,166
114213,1,2,52,137,116
114214,1,1,47,311,416
114215,1,1,3,147,203
114216,1,1,17,52,165
114217,1,2,17,466,165
114218,1,1,4,695,13
114219,1,1,20,537,495
114220,1,1,20,537,495
114221,1,2,71,79,386
114222,0,2,31,510,94
114223,1,2,55,207,146
114224,0,0,20,32,45
114225,1,0,8,980,13
114226,1,2,25,51,31
114227,1,2,55,321,165
114228,1,2,80,919,97
114229,1,2,65,64,87
114230,1,2,0,366,76
114231,1,2,0,366,76
114232,1,2,75,246,392
114233,0,2,52,193,3
114234,1,2,99,193,256
114235,1,2,99,172,194
114236,1,2,99,172,194
114237,1,2,99,413,194
114238,1,2,99,172,194
114239,0,1,23,846,236
114240,0,2,65,428,300
114241,0,2,72,648,352
114242,1,2,14,296,256
114243,1,2,99,172,194
114244,1,2,99,231,293
114245,1,2,82,231,293
114246,1,2,99,288,387
114247,0,1,98,331,211
114248,1,1,4,67,50
114249,0,2,86,476,348
114250,0,1,23,275,236
114251,0,2,31,850,393
114252,0,1,40,881,225
114253,0,1,20,87,26
114254,1,2,31,306,348
114255,1,1,52,197,484
114256,0,1,76,433,303
114257,1,2,25,575,71
114258,1,2,0,575,128
114259,0,1,2,839,489
114260,0,0,50,345,60
114261,0,0,71,933,464
114262,0,2,40,262,283
114263,0,2,82,452,78
114264,0,1,3,272,252
114265,1,2,20,281,390
114266,0,1,90,484,160
114267,1,2,52,294,116
114268,0,1,29,341,358
114269,0,1,91,923,71
114270,1,2,54,288,387
114271,1,2,17,520,71
114272,1,1,27,197,204
114273,1,2,52,78,234
114274,0,2,34,107,416
114275,0,2,84,548,221
114276,0,1,4,336,247
114277,0,2,16,565,275
114278,1,2,51,620,118
114279,1,2,49,745,371
114280,0,1,29,221,358
114281,1,2,68,924,416
114282,1,2,18,651,180
114283,1,2,86,759,193
114284,0,1,76,224,338
114285,1,2,48,435,84
114286,1,2,25,356,41
114287,1,1,4,839,268
114288,1,2,43,191,410
114289,0,1,61,83,218
114290,0,2,84,548,17
114291,0,2,34,191,191
114292,0,0,97,633,453
114293,0,0,41,741,63
114294,0,0,22,741,369
114295,0,0,98,313,211
114296,0,0,28,403,104
114297,0,0,58,503,356
114298,0,0,19,736,380
114299,0,0,98,313,211
114300,0,0,44,875,97
114301,0,0,56,439,28
114302,0,0,24,82,139
114303,0,0,56,280,183
114304,0,0,56,441,365
114305,1,0,24,228,66
114306,0,0,24,365,75
114307,0,0,81,668,314
114308,0,0,66,440,491
114309,0,0,15,330,258
114310,1,0,66,304,37
114311,0,0,75,164,379
114312,0,0,9,199,37
114313,0,0,15,199,0
114314,0,0,60,264,458
114315,1,0,9,204,37
114316,1,0,9,916,37
114317,1,0,9,916,37
114318,0,2,82,400,170
114319,1,2,55,536,3
114320,1,2,65,452,71
114321,0,1,76,507,32
114322,0,2,75,970,267
114323,0,2,75,970,267
114324,0,2,75,970,267
114325,0,2,86,597,267
114326,1,2,82,231,293
114327,0,1,84,871,44
114328,0,2,52,614,9
