,2Means_prot,3Means_prot,100Means_prot,1000Means_prot,500Means_prot
1145,0,0,41,526,268
1146,1,2,8,119,495
1147,1,2,22,692,325
1148,1,2,38,396,166
1149,0,0,84,800,28
1150,1,2,33,329,202
1151,1,2,19,147,195
1152,1,2,17,311,65
1153,1,2,17,29,175
1154,1,2,95,129,398
1155,0,0,19,533,384
1156,1,2,19,147,194
1157,0,0,25,248,17
1158,1,2,19,540,195
1159,1,2,17,480,381
1160,1,2,26,469,175
1161,1,2,26,29,175
1162,0,1,70,734,20
1163,1,1,65,806,144
1164,1,2,57,236,355
1165,0,0,67,836,99
1166,0,0,56,850,497
1167,0,1,10,783,105
1168,1,1,71,295,33
1169,0,1,26,783,79
1170,1,1,2,346,29
1171,1,1,22,955,26
1172,1,1,22,328,29
1173,1,1,70,10,252
1174,0,1,53,151,61
1175,1,1,2,334,29
1176,0,0,13,164,8
1177,1,1,28,786,432
1178,0,1,2,540,29
1179,1,1,51,908,141
1180,1,1,78,549,483
1181,0,1,22,63,325
1182,1,1,2,776,408
1183,0,0,87,233,452
1184,1,2,51,888,1
1185,0,0,56,23,438
1186,0,0,81,604,185
1187,1,2,78,57,478
1188,1,2,0,655,19
1189,1,2,15,631,439
1190,1,2,12,539,44
1191,1,2,95,57,478
1192,1,2,81,123,69
1193,1,2,81,123,69
1194,1,2,20,628,461
1195,1,2,46,944,161
1196,1,2,81,628,69
1197,1,2,39,123,478
1198,1,2,0,655,69
1199,1,2,18,123,69
1200,1,2,81,419,69
1201,1,2,12,611,69
1202,0,0,67,836,99
1203,1,1,81,263,69
1204,1,1,2,746,98
1205,1,1,81,464,69
1206,1,1,5,643,397
1207,1,1,75,449,186
1208,1,1,0,655,69
1209,1,2,18,123,69
1210,1,2,18,113,468
1211,1,2,5,223,81
1212,0,0,41,632,449
1213,1,2,18,419,478
1214,0,0,94,850,497
1215,1,2,60,822,364
1216,1,2,78,303,165
1217,1,2,3,140,250
1218,0,0,41,62,78
1219,0,0,76,207,18
1220,1,2,53,23,135
1221,1,2,78,113,468
1222,1,2,66,207,283
1223,0,0,41,51,49
1224,1,2,20,140,121
1225,0,0,35,360,409
1226,0,0,35,360,409
1227,0,0,22,701,38
1228,0,0,35,360,409
1229,1,2,3,149,278
1230,1,2,22,51,29
1231,1,2,51,232,275
1232,1,2,44,83,368
1233,0,0,41,911,152
1234,0,0,41,669,124
1235,1,2,49,207,119
1236,1,2,90,578,325
1237,0,0,57,250,257
1238,1,2,35,368,409
1239,1,2,93,747,470
1240,1,2,71,549,483
1241,1,2,98,192,480
1242,1,2,49,215,384
1243,1,2,82,865,202
1244,0,0,7,140,395
1245,0,0,67,836,99
1246,1,2,12,171,121
1247,1,2,45,758,242
1248,0,0,31,117,121
1249,1,1,31,135,30
1250,1,1,60,51,2
1251,0,0,35,360,384
1252,0,0,56,701,38
1253,0,0,35,360,409
1254,0,0,22,701,38
1255,0,0,22,701,38
1256,1,1,54,506,441
1257,1,1,83,224,103
1258,1,1,33,59,2
1259,0,1,25,343,274
1260,1,1,38,161,224
1261,0,0,35,360,409
1262,0,0,56,701,38
1263,0,0,35,360,409
1264,0,0,22,701,38
1265,0,0,22,701,38
1266,1,1,53,190,430
1267,1,1,2,164,29
1268,1,1,42,848,15
1269,1,1,53,190,135
1270,1,1,2,90,24
1271,1,2,19,140,250
1272,0,0,51,56,1
1273,0,0,92,521,21
1274,1,2,59,113,468
1275,1,2,59,372,457
1276,1,2,59,372,457
1277,1,2,59,372,457
1278,1,2,59,372,457
1279,1,2,59,317,337
1280,1,2,59,372,457
1281,0,0,56,397,437
1282,1,2,57,979,210
1283,1,2,51,207,141
1284,1,2,57,412,355
1285,1,2,78,969,407
1286,1,2,19,401,4
1287,1,2,96,401,82
1288,1,2,78,113,468
1289,0,0,1,864,139
1290,0,0,57,497,362
1291,1,2,86,581,250
1292,1,2,44,375,54
1293,1,2,57,412,355
1294,0,0,92,437,259
1295,1,2,90,865,174
1296,1,2,96,13,368
1297,1,2,42,574,145
1298,1,2,6,190,343
1299,1,2,60,105,159
1300,1,2,60,953,457
1301,1,2,19,375,54
1302,1,2,66,207,54
1303,1,2,63,613,275
1304,1,2,66,207,18
1305,0,0,62,572,452
1306,1,2,82,988,315
1307,1,2,64,944,269
1308,1,2,17,721,269
1309,1,2,64,425,54
1310,1,2,59,372,206
1311,0,0,25,261,106
1312,0,0,73,261,457
1313,1,2,3,57,433
1314,1,2,59,51,395
1315,1,2,73,56,368
1316,0,0,26,677,49
1317,1,2,15,631,439
1318,0,0,73,261,457
1319,0,0,55,471,90
1320,1,2,59,51,395
1321,1,2,3,51,26
1322,1,2,63,357,275
1323,1,2,12,364,275
1324,1,2,78,909,483
1325,1,2,55,207,18
1326,1,1,16,492,340
1327,1,1,54,920,340
1328,1,2,87,908,9
1329,1,2,59,288,269
1330,0,0,7,140,499
1331,1,2,51,392,9
1332,1,2,59,545,269
1333,1,2,66,207,212
1334,1,2,12,207,269
1335,0,0,67,836,99
1336,1,2,52,17,42
1337,1,1,45,772,103
1338,0,1,84,850,342
1339,0,0,21,18,113
1340,1,1,84,220,55
1341,1,1,69,412,257
1342,0,1,92,456,259
1343,1,1,87,316,322
1344,1,1,5,126,45
1345,0,1,26,915,427
1346,1,1,38,634,110
1347,1,1,37,645,253
1348,1,1,5,440,335
1349,1,1,22,63,444
1350,1,1,2,334,49
1351,0,1,13,486,457
1352,1,1,53,766,430
1353,1,1,33,512,286
1354,1,1,53,269,430
1355,1,1,78,728,150
1356,1,1,71,261,33
1357,1,2,6,51,104
1358,0,0,41,529,259
1359,1,2,28,251,432
1360,0,0,41,62,449
1361,1,2,95,849,430
1362,1,2,1,312,347
1363,1,2,44,83,490
1364,1,2,75,105,488
1365,1,2,22,96,325
1366,1,2,1,180,267
1367,1,2,81,408,374
1368,1,2,81,408,67
1369,0,0,41,701,38
1370,0,0,22,701,38
1371,1,2,22,383,492
1372,1,2,81,554,253
1373,1,2,18,508,67
1374,1,2,78,408,150
1375,1,2,78,359,375
1376,1,2,22,96,374
1377,1,2,31,375,54
1378,1,2,78,113,468
1379,0,0,27,830,329
1380,0,0,71,565,143
1381,0,0,88,954,124
1382,1,2,81,401,69
1383,1,2,87,908,1
1384,1,2,51,888,1
1385,1,2,73,421,374
1386,1,2,31,739,252
1387,1,2,98,126,488
1388,0,0,81,632,449
1389,0,0,81,401,49
1390,1,2,57,250,362
1391,1,2,82,682,479
1392,1,2,82,988,479
1393,1,2,78,909,150
1394,1,2,88,604,375
1395,1,2,88,15,375
1396,1,2,90,755,26
1397,1,2,87,972,1
1398,1,2,93,508,334
1399,0,0,57,95,210
1400,1,2,18,157,66
1401,0,0,96,157,484
1402,1,2,73,421,215
1403,1,2,81,889,273
1404,1,2,18,237,478
1405,1,2,81,408,100
1406,1,2,66,130,211
1407,1,2,66,628,384
1408,1,2,17,311,65
1409,1,2,12,404,109
1410,1,2,64,628,44
1411,1,2,78,375,480
1412,1,2,38,251,64
1413,1,2,66,436,57
1414,1,2,50,849,357
1415,0,0,81,33,449
1416,0,0,14,237,227
1417,1,2,93,238,397
1418,1,2,81,105,159
1419,1,2,31,392,1
1420,1,2,18,81,5
1421,0,0,21,240,478
1422,0,0,22,96,449
1423,1,2,81,613,26
1424,1,2,82,988,479
1425,1,2,81,381,26
1426,1,2,15,1,53
1427,1,2,18,375,54
1428,0,0,79,503,1
1429,0,0,96,446,449
1430,1,2,96,632,5
1431,1,2,81,739,488
1432,0,0,22,701,38
1433,0,0,81,533,384
1434,0,0,71,212,143
1435,0,0,18,996,478
1436,1,2,81,628,478
1437,1,2,82,497,362
1438,1,2,22,647,325
1439,0,0,28,635,53
1440,1,2,5,126,492
1441,1,2,55,628,44
1442,1,2,52,85,44
1443,1,2,35,383,492
1444,0,0,96,762,60
1445,1,2,56,755,22
1446,1,2,81,147,478
1447,1,2,49,215,384
1448,1,2,84,765,342
1449,0,0,34,113,468
1450,1,2,81,23,484
1451,0,0,34,113,17
1452,0,0,78,113,468
1453,1,2,81,408,478
1454,0,0,18,157,66
1455,1,2,39,497,362
1456,1,2,9,119,261
1457,1,2,81,53,202
1458,0,0,41,6,449
1459,0,0,22,701,216
1460,1,2,71,565,143
1461,1,2,66,165,226
1462,1,2,22,96,466
1463,0,0,41,942,279
1464,0,0,22,360,38
1465,0,0,22,701,38
1466,0,0,41,701,449
1467,0,0,22,701,38
1468,0,0,81,950,478
1469,1,2,10,838,288
1470,1,2,66,85,384
1471,0,0,57,95,318
1472,0,0,22,360,216
1473,1,2,18,375,22
1474,1,2,81,33,107
1475,1,2,66,752,283
1476,1,2,81,383,492
1477,0,0,62,103,321
1478,1,1,50,580,16
1479,0,1,16,81,5
1480,0,0,18,354,106
1481,1,2,96,210,484
1482,1,2,57,918,460
1483,1,2,78,113,468
1484,1,2,81,408,100
1485,1,2,66,59,100
1486,1,2,18,990,70
1487,0,0,67,836,99
1488,1,2,5,126,417
1489,1,2,81,628,44
1490,1,2,81,861,226
1491,1,2,38,41,64
1492,0,1,2,237,163
1493,1,1,93,633,98
1494,1,1,88,746,5
1495,0,0,41,157,66
1496,1,1,88,81,5
1497,0,0,88,81,185
1498,1,1,18,164,29
1499,1,1,88,81,5
1500,1,1,72,215,168
1501,1,1,43,776,5
1502,0,1,66,436,384
1503,1,1,81,57,297
1504,1,1,53,755,430
1505,1,1,18,81,5
1506,1,1,87,908,1
1507,1,1,87,908,1
1508,1,1,87,908,5
1509,1,1,18,906,66
1510,0,0,56,23,38
1511,1,1,18,164,478
1512,1,1,99,809,492
1513,1,1,82,164,479
1514,1,1,39,912,479
1515,1,1,96,175,209
1516,1,1,66,436,57
1517,1,1,81,408,431
1518,1,1,38,893,5
1519,1,1,66,436,283
1520,1,1,18,700,493
1521,1,1,38,893,5
1522,1,1,2,81,5
1523,0,1,87,426,47
1524,1,1,43,776,408
1525,1,1,18,776,30
1526,1,1,69,318,112
1527,1,1,28,251,322
1528,1,1,6,755,430
1529,1,1,87,908,1
1530,1,1,18,164,101
1531,1,1,73,164,101
1532,0,1,18,248,478
1533,1,1,53,755,430
1534,1,1,43,776,408
1535,0,1,81,776,408
1536,1,1,70,398,488
1537,1,1,18,845,375
1538,1,1,18,739,252
1539,1,1,78,634,422
1540,1,1,81,0,424
1541,1,1,18,164,101
1542,0,0,27,58,6
1543,1,1,53,23,135
1544,1,2,99,826,475
1545,1,2,42,237,53
1546,1,2,26,237,478
1547,0,0,81,533,106
1548,1,2,19,147,195
1549,1,2,56,755,26
1550,1,2,81,408,374
1551,0,0,18,237,478
1552,1,2,18,167,478
1553,0,0,57,95,107
1554,0,0,81,632,49
1555,0,0,81,632,49
1556,1,2,71,565,143
1557,1,2,18,157,478
1558,1,2,50,455,357
1559,1,2,18,465,478
1560,1,2,98,383,488
1561,1,2,78,192,480
1562,0,0,41,294,449
1563,0,0,41,58,6
1564,1,2,86,408,347
1565,1,2,18,91,92
1566,0,0,41,529,449
1567,1,2,81,401,194
1568,1,2,66,436,141
1569,1,2,81,189,185
1570,0,0,18,157,469
1571,1,2,66,442,212
1572,1,2,19,401,49
1573,0,0,82,988,400
1574,0,0,82,988,400
1575,1,2,50,455,357
1576,1,2,66,436,211
1577,1,2,81,558,289
1578,1,2,0,30,19
1579,1,2,81,401,119
1580,1,2,18,248,478
1581,1,2,64,944,44
1582,1,2,18,224,478
1583,1,2,8,200,478
1584,1,2,31,57,253
1585,1,2,38,396,26
1586,1,2,18,375,54
1587,0,0,57,95,257
1588,0,0,56,23,61
1589,0,0,96,87,209
1590,0,0,72,33,53
1591,0,0,52,58,6
1592,1,2,22,542,194
1593,1,2,33,381,100
1594,1,2,18,57,478
1595,1,2,8,468,225
1596,0,0,57,264,257
1597,1,2,56,215,292
1598,1,2,87,888,1
1599,1,2,57,497,362
1600,1,2,78,406,468
1601,0,0,34,212,480
1602,1,2,18,164,101
1603,0,0,62,701,48
1604,1,2,18,137,209
1605,1,1,65,153,29
1606,1,2,81,33,44
1607,0,0,67,836,99
1608,1,2,19,628,44
1609,1,1,43,23,444
1610,1,1,43,236,163
1611,1,1,2,133,144
1612,0,0,21,58,6
1613,1,1,88,81,5
1614,1,1,81,346,297
1615,0,0,41,81,449
1616,1,1,78,728,17
1617,1,1,81,464,297
1618,1,1,43,776,5
1619,1,1,43,558,289
1620,0,0,81,586,449
1621,0,0,81,354,449
1622,1,2,66,752,212
1623,1,2,82,777,375
1624,1,2,49,577,409
1625,0,0,56,533,292
1626,0,0,89,115,497
1627,1,2,55,375,54
1628,1,2,10,401,67
1629,0,0,66,567,226
1630,1,2,78,105,480
1631,1,2,26,401,67
1632,0,0,25,62,105
1633,1,2,26,395,107
1634,0,0,58,853,469
1635,1,2,72,1,67
1636,1,2,66,59,57
1637,1,2,78,113,468
1638,1,2,51,484,186
1639,0,0,66,950,212
1640,0,0,13,979,67
1641,0,0,55,401,252
1642,1,2,0,655,157
1643,1,2,4,4,347
1644,1,2,82,988,400
1645,1,2,82,909,302
1646,1,2,87,56,1
1647,1,2,78,250,174
1648,1,2,25,375,54
1649,1,2,88,375,54
1650,1,2,19,433,195
1651,0,0,41,136,6
1652,1,2,26,57,441
1653,1,2,22,149,15
1654,1,2,25,22,125
1655,1,2,71,303,54
1656,0,0,64,944,281
1657,1,2,54,365,63
1658,1,2,66,796,30
1659,0,0,41,529,328
1660,0,0,22,942,279
1661,1,2,78,672,468
1662,0,0,27,950,499
1663,1,2,33,51,358
1664,1,2,74,261,253
1665,1,2,26,401,175
1666,1,2,56,755,232
1667,0,0,52,533,384
1668,1,2,87,175,209
1669,0,0,87,550,1
1670,0,0,66,344,61
1671,0,0,62,145,321
1672,1,2,86,329,148
1673,1,2,4,419,433
1674,1,2,73,577,195
1675,1,2,85,311,65
1676,1,2,46,94,34
1677,1,2,97,455,357
1678,1,2,5,308,81
1679,1,2,26,167,175
1680,0,0,94,480,497
1681,1,2,19,39,253
1682,1,2,38,396,197
1683,0,0,89,701,38
1684,1,2,19,566,124
1685,1,2,98,43,45
1686,0,0,26,344,61
1687,1,2,0,655,19
1688,1,2,33,906,91
1689,1,2,90,190,135
1690,0,0,10,753,132
1691,1,2,19,542,194
1692,1,2,39,578,368
1693,0,0,89,496,328
1694,1,2,88,845,201
1695,1,2,98,126,45
1696,0,0,71,915,143
1697,1,2,44,682,400
1698,1,2,82,682,48
1699,1,2,90,578,24
1700,1,2,66,2,283
1701,1,1,65,162,231
1702,1,1,65,334,274
1703,0,0,67,836,99
1704,1,2,17,269,135
1705,1,2,5,126,45
1706,1,2,46,183,24
1707,1,2,98,365,334
1708,1,2,26,885,13
1709,1,2,0,119,379
1710,1,2,19,92,386
1711,1,1,10,303,47
1712,1,1,2,346,297
1713,1,1,86,4,105
1714,1,1,73,375,54
1715,0,1,2,260,494
1716,1,1,74,845,493
1717,1,1,26,677,198
1718,1,1,35,613,492
1719,1,1,87,561,179
1720,1,1,39,164,250
1721,1,1,39,322,431
1722,1,1,73,566,424
1723,0,1,26,677,494
1724,1,1,14,861,396
1725,1,1,69,250,257
1726,0,1,82,384,479
1727,0,0,62,384,321
1728,1,1,4,312,155
1729,1,1,71,303,47
1730,1,2,26,4,212
1731,1,2,93,201,250
1732,0,0,44,682,48
1733,1,2,25,329,431
1734,1,2,66,147,195
1735,0,0,41,529,90
1736,1,2,33,500,201
1737,1,2,72,756,168
1738,1,2,73,194,101
1739,1,2,21,934,278
1740,1,2,10,433,176
1741,0,0,13,62,38
1742,1,2,15,613,181
1743,1,2,82,988,400
1744,1,2,82,497,362
1745,1,2,57,497,355
1746,0,0,22,701,38
1747,1,2,87,550,9
1748,0,0,41,677,90
1749,0,0,88,954,201
1750,1,2,88,626,201
1751,1,2,88,741,201
1752,1,2,21,934,112
1753,1,1,40,912,23
1754,0,0,67,836,99
1755,1,2,19,434,269
1756,1,1,78,915,493
1757,0,0,57,979,210
1758,1,2,43,346,45
1759,1,2,57,95,257
1760,1,2,72,727,481
1761,1,2,66,78,18
1762,0,0,60,14,285
1763,1,2,60,952,67
1764,1,2,66,2,283
1765,1,2,88,500,201
1766,0,0,13,62,216
1767,0,0,13,62,279
1768,0,0,13,536,194
1769,1,2,88,92,287
1770,1,2,86,201,70
1771,1,2,86,395,394
1772,1,2,53,269,135
1773,1,2,88,954,201
1774,1,2,55,434,252
1775,1,2,78,524,313
1776,1,2,73,194,253
1777,1,2,78,962,480
1778,1,2,87,682,9
1779,1,2,87,194,322
1780,0,0,22,63,48
1781,0,0,89,63,207
1782,1,2,55,51,194
1783,1,2,97,1,116
1784,0,0,34,359,10
1785,1,2,73,442,141
1786,1,2,35,411,55
1787,1,2,43,814,158
1788,1,2,60,105,159
1789,0,0,56,344,61
1790,0,0,13,62,38
1791,1,2,55,23,135
1792,1,2,55,434,22
1793,1,2,26,677,252
1794,0,0,13,136,382
1795,1,2,73,375,54
1796,1,2,22,692,86
1797,1,2,33,329,358
1798,0,0,66,111,227
1799,1,2,19,147,73
1800,0,0,66,165,226
1801,1,2,57,979,50
1802,1,2,84,31,57
1803,1,2,38,92,287
1804,0,0,72,727,168
1805,0,0,41,526,90
1806,1,2,74,909,399
1807,1,2,74,469,195
1808,1,2,57,250,257
1809,0,0,62,145,321
1810,0,0,90,145,48
1811,1,2,74,107,399
1812,0,0,13,394,328
1813,0,0,13,977,90
1814,1,2,19,662,181
1815,1,2,22,350,86
1816,1,2,38,578,104
1817,1,2,38,456,410
1818,1,2,32,844,255
1819,0,0,84,480,88
1820,1,2,4,39,201
1821,1,2,55,434,194
1822,1,2,93,124,334
1823,1,1,65,232,179
1824,1,1,70,734,154
1825,0,0,22,529,279
1826,1,2,53,434,135
1827,1,2,86,545,431
1828,0,0,13,229,207
1829,1,2,90,770,135
1830,0,0,62,145,321
1831,1,2,82,682,479
1832,0,0,67,836,99
1833,1,2,57,250,460
1834,1,2,66,183,13
1835,0,0,22,499,207
1836,1,2,57,68,50
1837,1,2,57,68,50
1838,1,2,82,497,362
1839,1,2,22,539,86
1840,1,2,12,350,86
1841,1,2,20,500,201
1842,1,1,4,952,46
1843,1,1,2,540,29
1844,1,1,10,122,439
1845,1,1,2,540,29
1846,0,1,21,480,322
1847,0,1,21,240,59
1848,1,1,71,484,33
1849,1,1,4,328,194
1850,1,1,5,201,81
1851,1,1,77,212,468
1852,1,1,77,295,33
1853,0,1,22,328,194
1854,0,0,62,487,446
1855,1,1,82,871,117
1856,1,1,82,832,445
1857,1,1,53,637,430
1858,1,1,38,820,410
1859,1,1,53,269,135
1860,1,1,87,256,322
1861,1,1,87,256,356
1862,0,0,13,102,8
1863,1,1,73,817,141
1864,1,1,43,901,494
1865,1,1,2,469,494
1866,1,1,74,107,182
1867,0,0,62,487,446
1868,1,1,2,164,494
1869,1,1,73,601,494
1870,0,0,44,30,480
1871,1,2,38,80,135
1872,1,2,74,107,399
1873,1,2,88,954,201
1874,1,2,88,395,439
1875,0,0,0,392,234
1876,1,2,3,80,203
1877,0,0,80,233,485
1878,1,2,1,105,4
1879,1,2,82,988,400
1880,0,0,62,87,400
1881,1,2,66,220,203
1882,0,0,49,380,119
1883,0,0,41,529,393
1884,0,1,24,968,48
1885,1,2,91,308,395
1886,1,2,17,395,287
1887,1,2,23,906,347
1888,1,2,28,392,237
1889,0,0,22,701,38
1890,1,1,27,332,208
1891,1,2,22,692,275
1892,1,2,99,231,180
1893,0,0,27,345,270
1894,1,2,51,888,237
1895,0,0,28,480,119
1896,1,2,22,647,166
1897,0,0,22,186,38
1898,1,2,98,383,492
1899,0,0,79,191,129
1900,1,2,12,578,368
1901,1,2,46,94,370
1902,1,2,93,49,122
1903,1,2,26,29,77
1904,1,2,56,624,275
1905,1,2,82,386,400
1906,1,2,82,865,202
1907,1,2,82,865,202
1908,1,2,82,359,299
1909,1,2,90,832,445
1910,1,2,9,243,57
1911,1,2,82,784,315
1912,1,2,82,359,299
1913,0,0,82,770,315
1914,1,2,68,207,168
1915,1,2,55,401,252
1916,1,2,46,539,109
1917,1,2,99,44,325
1918,1,2,82,770,495
1919,1,2,33,329,358
1920,1,2,78,212,480
1921,1,2,5,107,368
1922,1,2,82,0,400
1923,0,1,77,218,75
1924,0,1,82,839,400
1925,1,2,88,845,439
1926,0,0,13,240,27
1927,1,2,39,29,431
1928,1,2,75,349,84
1929,0,0,91,186,38
1930,1,1,91,814,11
1931,1,2,94,127,243
1932,1,2,66,59,492
1933,1,2,4,1,67
1934,0,0,91,88,393
1935,1,1,36,169,369
1936,1,2,47,805,146
1937,0,0,79,323,129
1938,0,0,22,564,243
1939,1,2,28,825,342
1940,1,2,15,513,145
1941,1,2,22,225,86
1942,1,2,57,95,50
1943,1,2,82,66,400
1944,0,0,22,63,325
1945,1,2,82,232,179
1946,1,2,82,770,400
1947,1,2,82,66,289
1948,0,0,82,572,25
1949,0,0,52,815,88
1950,1,1,43,322,23
1951,1,1,65,153,231
1952,0,1,24,939,94
1953,1,1,53,153,97
1954,1,1,65,177,23
1955,1,1,70,817,23
1956,1,1,65,153,231
1957,1,1,2,817,195
1958,0,1,80,125,173
1959,0,0,4,670,59
1960,1,2,6,387,386
1961,0,0,66,2,73
1962,0,0,42,110,145
1963,1,2,98,967,0
1964,1,2,22,137,368
1965,1,2,48,285,62
1966,1,2,85,559,251
1967,1,2,48,958,354
1968,1,1,90,728,299
1969,1,2,83,83,87
1970,0,0,76,187,473
1971,0,0,11,187,473
1972,1,2,48,914,361
1973,1,1,65,93,130
1974,1,2,63,570,455
1975,1,1,30,8,14
1976,1,2,51,254,260
1977,1,2,48,818,30
1978,0,0,57,250,257
1979,1,2,37,583,87
1980,1,2,66,860,212
1981,1,2,83,235,333
1982,1,2,83,120,206
1983,1,2,56,961,307
1984,0,0,76,473,204
1985,1,2,48,147,435
1986,1,2,29,47,258
1987,1,2,48,860,170
1988,0,0,11,150,102
1989,0,0,89,285,62
1990,1,2,83,120,170
1991,1,2,14,34,355
1992,1,2,82,988,179
1993,1,2,82,497,362
1994,1,2,50,482,85
1995,1,2,50,482,296
1996,1,2,8,197,225
1997,0,0,82,928,362
1998,1,2,73,419,374
1999,1,2,74,107,399
2000,0,0,25,260,89
2001,1,1,53,891,430
2002,1,1,93,126,182
2003,1,1,16,216,23
2004,1,1,16,625,85
2005,0,1,24,806,177
2006,1,1,95,807,398
2007,1,2,32,704,241
2008,1,2,92,605,80
2009,1,2,93,71,160
2010,1,2,78,549,197
2011,0,0,38,925,410
2012,1,2,4,401,67
2013,1,2,22,564,149
2014,1,2,69,318,112
2015,1,2,69,318,112
2016,1,1,77,60,344
2017,0,1,95,767,398
2018,0,0,80,353,162
2019,1,2,12,4,374
2020,1,2,66,2,141
2021,1,2,38,236,410
2022,1,2,44,30,479
2023,1,2,39,137,368
2024,1,2,95,129,398
2025,1,1,51,908,352
2026,1,1,2,776,408
2027,1,2,19,255,466
2028,1,2,0,655,19
2029,1,2,51,143,440
2030,1,1,96,859,282
2031,1,2,18,123,69
2032,1,2,3,140,250
2033,1,2,82,103,400
2034,1,2,44,135,108
2035,0,0,41,669,124
2036,0,0,39,664,126
2037,1,2,3,991,125
2038,1,2,56,23,22
2039,1,2,82,988,315
2040,1,2,64,425,54
2041,1,2,59,372,206
2042,0,0,26,677,49
2043,1,1,16,492,340
2044,1,2,61,298,96
2045,0,0,41,529,259
2046,1,2,59,261,457
2047,1,2,59,29,441
2048,1,2,57,95,181
2049,1,2,98,508,45
2050,1,2,81,105,4
2051,0,0,41,62,3
2052,1,2,18,157,488
2053,1,2,44,497,362
2054,1,2,18,408,478
2055,1,2,18,57,478
2056,1,2,26,628,44
2057,1,2,49,215,384
2058,1,2,9,119,261
2059,1,2,81,53,202
2060,0,0,41,6,449
2061,1,2,88,954,125
2062,1,1,40,764,352
2063,0,1,36,955,221
2064,1,1,65,334,231
2065,0,1,24,493,20
2066,1,1,50,580,16
2067,1,1,54,436,231
2068,1,2,78,305,468
2069,1,2,51,435,260
2070,1,1,22,96,5
2071,1,1,18,776,30
2072,1,1,43,776,408
2073,1,2,99,826,475
2074,1,2,18,57,478
2075,1,2,18,312,209
2076,0,0,13,394,214
2077,0,0,34,599,10
2078,1,2,50,455,357
2079,1,2,26,236,26
2080,1,2,96,80,60
2081,1,2,18,157,488
2082,0,0,41,360,3
2083,1,2,18,982,250
2084,0,0,18,157,478
2085,1,2,84,215,292
2086,0,0,62,189,185
2087,1,2,96,446,60
2088,1,2,8,200,478
2089,1,2,82,97,479
2090,0,0,52,58,6
2091,1,2,81,861,11
2092,1,2,33,381,100
2093,1,2,8,468,225
2094,0,0,89,115,497
2095,1,2,12,96,86
2096,1,2,81,57,368
2097,1,2,25,22,125
2098,1,2,51,682,179
2099,1,2,66,796,30
2100,0,0,62,323,89
2101,1,2,26,13,289
2102,1,2,95,129,398
2103,1,2,82,497,362
2104,1,2,82,497,362
2105,1,2,82,718,376
2106,1,2,86,329,148
2107,1,2,38,396,197
2108,1,2,90,190,135
2109,0,0,10,753,132
2110,1,1,65,153,182
2111,1,2,8,751,495
2112,1,2,82,497,362
2113,0,0,88,171,25
2114,0,1,82,915,299
2115,0,1,82,915,299
2116,0,1,82,915,299
2117,0,0,82,988,400
2118,0,0,66,111,227
2119,0,0,62,145,321
2120,1,2,32,844,255
2121,0,1,65,93,23
2122,1,2,49,542,194
2123,1,2,22,63,325
2124,1,2,1,4,347
2125,1,2,1,375,54
2126,1,2,66,392,141
2127,0,0,56,23,17
2128,0,0,34,359,17
2129,0,0,41,260,38
2130,0,0,91,395,106
2131,0,0,79,550,1
2132,1,2,91,346,198
2133,1,2,91,401,203
2134,0,0,79,116,11
2135,1,2,53,395,386
2136,1,2,1,395,347
2137,1,2,86,395,347
2138,0,0,41,323,129
2139,1,2,52,220,283
2140,1,2,91,57,56
2141,1,2,23,295,186
2142,1,2,78,57,441
2143,1,2,57,250,165
2144,0,0,1,401,185
2145,1,2,86,664,403
2146,0,0,41,529,215
2147,1,2,88,395,439
2148,1,2,91,401,203
2149,1,2,91,401,203
2150,0,0,91,701,17
2151,1,2,1,401,347
2152,1,2,96,341,115
2153,1,2,0,30,490
2154,1,2,78,192,480
2155,1,2,1,718,165
2156,1,2,44,497,174
2157,0,0,62,401,106
2158,1,2,47,401,347
2159,1,2,23,805,165
2160,0,0,34,113,165
2161,1,2,1,15,347
2162,1,2,79,395,215
2163,1,2,26,401,198
2164,1,2,91,51,215
2165,1,2,57,95,257
2166,0,0,79,323,259
2167,1,2,0,995,347
2168,1,2,49,22,119
2169,1,2,57,250,257
2170,0,0,41,301,107
2171,1,2,64,617,223
2172,0,0,46,166,34
2173,0,0,58,922,129
2174,0,0,80,233,485
2175,1,2,22,692,466
2176,1,2,96,446,158
2177,0,0,41,269,135
2178,1,2,55,401,203
2179,1,2,66,220,491
2180,1,2,91,88,203
2181,1,2,57,979,284
2182,1,2,22,564,466
2183,1,2,71,303,17
2184,0,0,41,480,203
2185,0,0,57,95,318
2186,0,0,57,95,318
2187,1,2,33,381,91
2188,0,0,21,737,27
2189,1,2,39,105,159
2190,1,2,93,188,425
2191,1,2,56,281,174
2192,1,2,91,167,203
2193,0,0,79,323,452
2194,0,0,25,260,203
2195,1,2,39,280,203
2196,1,2,22,96,119
2197,1,2,75,651,84
2198,0,0,49,380,119
2199,1,2,31,796,30
2200,1,2,88,954,119
2201,0,0,41,529,393
2202,0,0,21,480,15
2203,1,2,78,375,54
2204,1,2,26,375,54
2205,0,0,79,323,38
2206,1,2,82,865,315
2207,1,2,4,152,441
2208,1,2,56,113,468
2209,0,0,41,529,393
2210,0,0,49,980,119
2211,1,2,91,651,425
2212,1,2,49,222,198
2213,1,2,57,95,198
2214,0,1,24,579,414
2215,1,2,23,295,460
2216,0,0,26,40,198
2217,1,2,91,271,395
2218,1,2,55,471,198
